Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Number of EBT Transactions,Dollar Amount of EBT Transactions,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
13,Imperial,201902,4224,20212,"$433,736.72 ",,,$102.68 ,,,
13,Imperial,201903,4137,19590,"$418,699.43 ",,,$101.21 ,,,
13,Imperial,201904,4140,19577,"$421,469.37 ",,,$101.80 ,,,
13,Imperial,201905,4157,19741,"$425,109.37 ",,,$102.26 ,,,
13,Imperial,201906,4120,19568,"$422,517.35 ",,,$102.55 ,,,
13,Imperial,201907,4240,20411,"$432,944.68 ",,,$102.11 ,,,
13,Imperial,201908,4275,20555,"$432,844.69 ",,,$101.25 ,,,
13,Imperial,201909,4004,19437,"$414,217.89 ",1,$17.13 ,$103.46 ,,,
13,Imperial,201910,3984,16803,"$360,067.24 ",1543,"$43,052.68 ",$101.18 ,,,
13,Imperial,201911,3776,9190,"$195,128.43 ",6188,"$192,759.52 ",$102.72 ,,,
13,Imperial,201912,3504,2333,"$48,710.73 ",10031,"$317,932.14 ",$104.64 ,,,
13,Imperial,2020,5932,1633,"$36,817.92 ",119818,"$4,254,784.93 ",$723.47 ,,,
13,Imperial,202001,3675,484,"$11,115.29 ",12094,"$380,378.35 ",$106.53 ,,,
13,Imperial,202002,3542,506,"$11,066.67 ",11281,"$362,037.93 ",$105.34 ,,,
13,Imperial,202003,3707,367,"$8,541.30 ",11578,"$391,358.39 ",$107.88 ,,,
13,Imperial,202004,3684,196,"$4,653.11 ",10038,"$380,031.70 ",$104.42 ,,,
13,Imperial,202005,3644,80,"$1,441.55 ",9522,"$362,929.88 ",$99.99 ,,,
13,Imperial,202006,3534,,,9207,"$346,485.10 ",$98.04 ,,,
13,Imperial,202007,3529,,,9291,"$343,573.35 ",$97.36 ,,,
13,Imperial,202008,3450,,,9102,"$330,667.77 ",$95.85 ,,,
13,Imperial,202009,3507,,,9098,"$336,500.18 ",$95.95 ,,,
13,Imperial,202010,3529,,,9469,"$339,426.78 ",$96.18 ,,,
13,Imperial,202011,3554,,,9566,"$339,766.44 ",$95.60 ,,,
13,Imperial,202012,3532,,,9572,"$341,629.06 ",$96.72 ,,,
14,Inyo,2019,421,9232,"$189,479.68 ",1918,"$60,370.04 ",$593.47 ,,,
14,Inyo,201901, - , - , - , - , - , - ,,,
14,Inyo,201902, - , - , - , - , - , - ,,,
14,Inyo,201903, - , - , - , - , - , - ,,,
14,Inyo,201904, - , - , - , - , - , - ,,,
14,Inyo,201905, - , - , - , - , - , - ,,,
14,Inyo,201906, - , - , - , - , - , - ,,,
14,Inyo,201907, - , - , - , - , - , - ,,,
14,Inyo,201908,224,1042,"$22,929.10 ",,,$102.36 ,,,
14,Inyo,201909,210,818,"$18,575.28 ",106,"$3,334.61 ",$104.33 ,,,
14,Inyo,201910,228,158,"$3,665.29 ",584,"$17,023.28 ",$90.74 ,,,
14,Inyo,201911,221,9,$131.61 ,603,"$19,984.83 ",$91.02 ,,,
14,Inyo,201912,219,,,625,"$20,027.32 ",$91.45 ,,,
14,Inyo,2020,390,10,$297.66 ,6533,"$204,099.43 ",$524.10 ,,,
14,Inyo,202001,213,5,$93.72 ,668,"$20,344.94 ",$95.96 ,,,
14,Inyo,202002,216,5,$203.94 ,604,"$19,332.14 ",$90.44 ,,,
14,Inyo,202003,218,,,611,"$20,620.11 ",$94.59 ,,,
14,Inyo,202004,220,,,580,"$19,343.63 ",$87.93 ,,,
14,Inyo,202005,194,,,511,"$16,698.84 ",$86.08 ,,,
14,Inyo,202006,200,,,464,"$15,523.29 ",$77.62 ,,,
14,Inyo,202007,200,,,536,"$15,255.84 ",$76.28 ,,,
14,Inyo,202008,189,,,511,"$15,154.25 ",$80.18 ,,,
14,Inyo,202009,187,,,495,"$15,515.65 ",$82.97 ,,,
14,Inyo,202010,195,,,556,"$15,811.07 ",$81.08 ,,,
14,Inyo,202011,181,,,500,"$15,226.78 ",$84.13 ,,,
14,Inyo,202012,183,,,497,"$15,272.89 ",$83.46 ,,,
15,Kern,2019,41305,1614799,"$33,871,171.12 ",146,"$3,760.02 ",$820.12 ,,,
15,Kern,201901,27109,137824,"$2,873,333.31 ",,,$105.99 ,,,
15,Kern,201902,26981,136902,"$2,859,986.55 ",,,$106.00 ,,,
15,Kern,201903,26844,135013,"$2,828,915.27 ",,,$105.38 ,,,
15,Kern,201904,26880,136639,"$2,845,789.09 ",,,$105.87 ,,,
15,Kern,201905,26975,136489,"$2,851,007.34 ",,,$105.69 ,,,
15,Kern,201906,26835,136387,"$2,846,090.34 ",,,$106.06 ,,,
15,Kern,201907,27034,137345,"$2,862,578.04 ",,,$105.89 ,,,
15,Kern,201908,26953,135586,"$2,832,760.89 ",,,$105.10 ,,,
15,Kern,201909,26592,134507,"$2,822,979.34 ",10,$209.83 ,$106.17 ,,,
15,Kern,201910,26449,132292,"$2,801,617.30 ",7,$217.55 ,$105.93 ,,,
15,Kern,201911,25929,129575,"$2,746,776.21 ",32,$933.12 ,$105.97 ,,,
15,Kern,201912,25216,126240,"$2,699,337.44 ",97,"$2,399.52 ",$107.14 ,,,
15,Kern,2020,38297,289755,"$6,125,245.19 ",614248,"$25,698,877.54 ",$830.98 ,,,
15,Kern,202001,25701,129963,"$2,775,419.06 ",208,"$6,139.96 ",$108.23 ,,,
15,Kern,202002,24454,102520,"$2,173,723.47 ",12990,"$477,297.09 ",$108.41 ,,,
15,Kern,202003,23892,47419,"$971,998.69 ",42822,"$1,724,676.19 ",$112.87 ,,,
15,Kern,202004,23737,9845,"$203,794.39 ",55128,"$2,418,725.23 ",$110.48 ,,,
15,Kern,202005,24434,8,$309.58 ,60980,"$2,616,637.19 ",$107.10 ,,,
15,Kern,202006,24824,,,61616,"$2,630,828.88 ",$105.98 ,,,
15,Kern,202007,25323,,,63687,"$2,671,537.24 ",$105.50 ,,,
15,Kern,202008,25282,,,63147,"$2,647,959.18 ",$104.74 ,,,
15,Kern,202009,25144,,,62118,"$2,623,898.39 ",$104.35 ,,,
15,Kern,202010,25346,,,64478,"$2,631,493.90 ",$103.82 ,,,
15,Kern,202011,25300,,,63672,"$2,623,950.78 ",$103.71 ,,,
15,Kern,202012,25246,,,63402,"$2,625,733.51 ",$104.01 ,,,
16,Kings,2019,7240,259277,"$5,316,183.10 ",39,$776.65 ,$734.39 ,,,
16,Kings,201901,4521,22453,"$468,028.52 ",,,$103.52 ,,,
16,Kings,201902,4449,22149,"$457,433.77 ",,,$102.82 ,,,
16,Kings,201903,4445,21927,"$451,653.00 ",,,$101.61 ,,,
16,Kings,201904,4504,22104,"$455,066.61 ",,,$101.04 ,,,
16,Kings,201905,4472,21873,"$450,766.99 ",,,$100.80 ,,,
16,Kings,201906,4473,21993,"$448,032.94 ",,,$100.16 ,,,
16,Kings,201907,4392,21849,"$443,277.73 ",,,$100.93 ,,,
16,Kings,201908,4423,21800,"$441,351.21 ",,,$99.79 ,,,
16,Kings,201909,4299,21416,"$431,999.43 ",5,$82.35 ,$100.51 ,,,
16,Kings,201910,4297,21133,"$430,638.69 ",5,$189.65 ,$100.26 ,,,
16,Kings,201911,4214,20633,"$426,798.84 ",15,$204.69 ,$101.33 ,,,
16,Kings,201912,4049,19947,"$411,135.37 ",14,$299.96 ,$101.61 ,,,
16,Kings,2020,7104,47469,"$980,096.17 ",107661,"$4,068,784.16 ",$710.71 ,,,
16,Kings,202001,4144,20653,"$423,716.42 ",11,$306.73 ,$102.32 ,,,
16,Kings,202002,3833,16341,"$345,273.92 ",1665,"$51,144.64 ",$103.42 ,,,
16,Kings,202003,3831,8229,"$166,459.71 ",6495,"$234,584.74 ",$104.68 ,,,
16,Kings,202004,3975,2201,"$43,648.93 ",9337,"$366,583.47 ",$103.20 ,,,
16,Kings,202005,4111,45,$997.19 ,10375,"$411,998.72 ",$100.46 ,,,
16,Kings,202006,4210,,,10907,"$412,325.59 ",$97.94 ,,,
16,Kings,202007,4355,,,11395,"$429,645.54 ",$98.66 ,,,
16,Kings,202008,4367,,,11554,"$426,577.62 ",$97.68 ,,,
16,Kings,202009,4414,,,11330,"$429,693.68 ",$97.35 ,,,
16,Kings,202010,4431,,,11575,"$438,383.93 ",$98.94 ,,,
16,Kings,202011,4448,,,11597,"$435,797.88 ",$97.98 ,,,
16,Kings,202012,4426,,,11420,"$431,741.62 ",$97.55 ,,,
17,Lake,2019,2279,53639,"$1,083,064.07 ",13536,"$371,039.81 ",$638.04 ,,,
17,Lake,201901,1327,6313,"$128,966.92 ",,,$97.19 ,,,
17,Lake,201902,1290,6235,"$126,132.79 ",,,$97.78 ,,,
17,Lake,201903,1302,6256,"$126,479.56 ",,,$97.14 ,,,
17,Lake,201904,1266,6201,"$125,943.17 ",,,$99.48 ,,,
17,Lake,201905,1323,6514,"$131,497.28 ",,,$99.39 ,,,
17,Lake,201906,1325,6448,"$129,785.41 ",,,$97.95 ,,,
17,Lake,201907,1309,6410,"$128,397.62 ",2,$90.63 ,$98.16 ,,,
17,Lake,201908,1223,5874,"$119,227.97 ",9,$208.46 ,$97.66 ,,,
17,Lake,201909,1123,2700,"$53,703.00 ",2320,"$57,081.07 ",$98.65 ,,,
17,Lake,201910,1070,662,"$12,234.65 ",3406,"$91,495.23 ",$96.94 ,,,
17,Lake,201911,1131,7,$108.29 ,3797,"$109,571.98 ",$96.98 ,,,
17,Lake,201912,1152,19,$587.41 ,4002,"$112,592.44 ",$98.25 ,,,
17,Lake,2020,2021,7,$119.34 ,40235,"$1,327,819.61 ",$657.07 ,,,
17,Lake,202001,1221,7,$119.34 ,4118,"$116,516.12 ",$95.52 ,,,
17,Lake,202002,1163,,,3707,"$108,720.80 ",$93.48 ,,,
17,Lake,202003,1239,,,3691,"$115,989.18 ",$93.62 ,,,
17,Lake,202004,1234,,,3337,"$114,045.35 ",$92.42 ,,,
17,Lake,202005,1285,,,3315,"$116,170.14 ",$90.40 ,,,
17,Lake,202006,1251,,,3198,"$110,977.13 ",$88.71 ,,,
17,Lake,202007,1219,,,3203,"$108,067.61 ",$88.65 ,,,
17,Lake,202008,1165,,,2971,"$104,297.58 ",$89.53 ,,,
17,Lake,202009,1212,,,3146,"$107,367.88 ",$88.59 ,,,
17,Lake,202010,1235,,,3156,"$107,740.93 ",$87.24 ,,,
17,Lake,202011,1250,,,3198,"$109,183.57 ",$87.35 ,,,
17,Lake,202012,1215,,,3195,"$108,743.32 ",$89.50 ,,,
18,Lassen,2019,529,14770,"$295,447.08 ",41,$756.26 ,$559.93 ,,,
18,Lassen,201901,274,1432,"$28,103.48 ",,,$102.57 ,,,
18,Lassen,201902,232,1263,"$23,987.68 ",,,$103.40 ,,,
18,Lassen,201903,223,1168,"$22,502.15 ",,,$100.91 ,,,
18,Lassen,201904,218,1128,"$22,717.27 ",,,$104.21 ,,,
18,Lassen,201905,240,1277,"$24,984.35 ",,,$104.10 ,,,
18,Lassen,201906,234,1254,"$24,332.01 ",,,$103.98 ,,,
18,Lassen,201907,260,1344,"$26,906.90 ",,,$103.49 ,,,
18,Lassen,201908,243,1234,"$25,210.82 ",,,$103.75 ,,,
18,Lassen,201909,231,1225,"$24,402.94 ",3,$37.54 ,$105.80 ,,,
18,Lassen,201910,239,1187,"$24,380.09 ",6,$87.71 ,$102.38 ,,,
18,Lassen,201911,226,1089,"$23,022.82 ",15,$301.33 ,$103.20 ,,,
18,Lassen,201912,225,1169,"$24,896.57 ",17,$329.68 ,$112.12 ,,,
18,Lassen,2020,466,4271,"$91,789.27 ",4935,"$178,628.81 ",$580.30 ,,,
18,Lassen,202001,243,1294,"$27,106.77 ",17,$414.37 ,$113.26 ,,,
18,Lassen,202002,225,1142,"$24,931.32 ",18,$763.62 ,$114.20 ,,,
18,Lassen,202003,213,1002,"$21,811.02 ",50,"$1,639.82 ",$110.10 ,,,
18,Lassen,202004,206,570,"$12,144.05 ",286,"$9,362.27 ",$104.40 ,,,
18,Lassen,202005,195,263,"$5,796.11 ",423,"$15,012.44 ",$106.71 ,,,
18,Lassen,202006,190,,,542,"$19,867.71 ",$104.57 ,,,
18,Lassen,202007,205,,,564,"$20,122.91 ",$98.16 ,,,
18,Lassen,202008,208,,,584,"$21,244.79 ",$102.14 ,,,
18,Lassen,202009,230,,,616,"$23,404.38 ",$101.76 ,,,
18,Lassen,202010,230,,,602,"$22,464.72 ",$97.67 ,,,
18,Lassen,202011,235,,,632,"$22,161.70 ",$94.31 ,,,
18,Lassen,202012,224,,,601,"$22,170.08 ",$98.97 ,,,
19,Los Angeles,2019,269301,9593339,"$196,881,445.73 ",112549,"$3,883,319.50 ",$745.50 ,,,
19,Los Angeles,201901,177191,856927,"$17,558,353.08 ",,,$99.09 ,,,
19,Los Angeles,201902,175612,851416,"$17,372,925.92 ",,,$98.93 ,,,
19,Los Angeles,201903,173048,830665,"$17,020,908.16 ",,,$98.36 ,,,
19,Los Angeles,201904,172156,833647,"$17,038,220.98 ",,,$98.97 ,,,
19,Los Angeles,201905,172909,833407,"$17,057,854.09 ",,,$98.65 ,,,
19,Los Angeles,201906,171864,830682,"$16,944,855.24 ",,,$98.59 ,,,
19,Los Angeles,201907,173961,838224,"$17,100,739.24 ",,,$98.30 ,,,
19,Los Angeles,201908,172227,826446,"$16,902,365.36 ",14,$170.84 ,$98.14 ,,,
19,Los Angeles,201909,168309,811876,"$16,662,021.97 ",21,$360.77 ,$99.00 ,,,
19,Los Angeles,201910,165508,789807,"$16,351,765.14 ",77,"$1,760.02 ",$98.81 ,,,
19,Los Angeles,201911,156613,725335,"$15,139,092.26 ",14761,"$501,168.15 ",$99.87 ,,,
19,Los Angeles,201912,148347,564907,"$11,732,344.29 ",97676,"$3,379,859.72 ",$101.87 ,,,
19,Los Angeles,2020,240405,578812,"$11,687,492.73 ",4807189,"$183,332,879.88 ",$811.22 ,,,
19,Los Angeles,202001,153181,375722,"$7,688,373.84 ",242175,"$8,064,409.19 ",$102.84 ,,,
19,Los Angeles,202002,148907,156192,"$3,093,878.69 ",362190,"$12,378,147.83 ",$103.90 ,,,
19,Los Angeles,202003,155258,44449,"$847,834.83 ",423029,"$15,639,828.97 ",$106.20 ,,,
19,Los Angeles,202004,162027,1828,"$43,011.83 ",413345,"$16,733,930.00 ",$103.54 ,,,
19,Los Angeles,202005,163995,621,"$14,393.54 ",416648,"$16,505,410.29 ",$100.73 ,,,
19,Los Angeles,202006,165302,,,415787,"$16,510,690.21 ",$99.88 ,,,
19,Los Angeles,202007,167457,,,427766,"$16,633,799.04 ",$99.33 ,,,
19,Los Angeles,202008,167390,,,428030,"$16,464,919.64 ",$98.36 ,,,
19,Los Angeles,202009,166014,,,421032,"$16,224,497.75 ",$97.73 ,,,
19,Los Angeles,202010,166031,,,426360,"$16,182,719.32 ",$97.47 ,,,
19,Los Angeles,202011,164647,,,415822,"$15,993,247.77 ",$97.14 ,,,
19,Los Angeles,202012,164461,,,415005,"$16,001,279.87 ",$97.30 ,,,
20,Madera,2019,7581,292784,"$5,675,541.66 ",38,$861.51 ,$748.77 ,,,
20,Madera,201901,4997,25555,"$490,470.80 ",,,$98.15 ,,,
20,Madera,201902,4924,25108,"$483,161.35 ",,,$98.12 ,,,
20,Madera,201903,4891,24839,"$478,450.00 ",,,$97.82 ,,,
20,Madera,201904,4856,24908,"$479,005.72 ",,,$98.64 ,,,
20,Madera,201905,4825,24468,"$468,774.47 ",,,$97.16 ,,,
20,Madera,201906,4785,24368,"$472,903.76 ",,,$98.83 ,,,
20,Madera,201907,4736,24013,"$466,741.09 ",,,$98.55 ,,,
20,Madera,201908,4821,24424,"$473,592.47 ",,,$98.24 ,,,
20,Madera,201909,4755,24238,"$470,385.46 ",11,$199.31 ,$98.97 ,,,
20,Madera,201910,4697,23810,"$466,001.69 ",7,$202.21 ,$99.26 ,,,
20,Madera,201911,4721,23882,"$467,834.16 ",9,$135.54 ,$99.13 ,,,
20,Madera,201912,4599,23171,"$458,220.69 ",11,$324.45 ,$99.71 ,,,
20,Madera,2020,7424,69911,"$1,366,085.43 ",85703,"$4,101,571.86 ",$736.48 ,,,
20,Madera,202001,4759,24005,"$469,527.80 ",18,$319.61 ,$98.73 ,,,
20,Madera,202002,4608,23482,"$460,490.23 ",24,$628.20 ,$100.07 ,,,
20,Madera,202003,4239,14559,"$285,827.00 ",3377,"$155,070.67 ",$104.01 ,,,
20,Madera,202004,4243,6865,"$130,106.92 ",6127,"$314,672.43 ",$104.83 ,,,
20,Madera,202005,4159,1000,"$20,133.48 ",8382,"$418,138.39 ",$105.38 ,,,
20,Madera,202006,4317,,,9256,"$447,935.95 ",$103.76 ,,,
20,Madera,202007,4375,,,9690,"$455,956.43 ",$104.22 ,,,
20,Madera,202008,4379,,,9722,"$453,698.79 ",$103.61 ,,,
20,Madera,202009,4349,,,9503,"$458,326.53 ",$105.39 ,,,
20,Madera,202010,4375,,,9789,"$461,308.42 ",$105.44 ,,,
20,Madera,202011,4400,,,9787,"$458,638.21 ",$104.24 ,,,
20,Madera,202012,4509,,,10028,"$476,878.23 ",$105.76 ,,,
21,Marin,2019,2529,59580,"$996,221.16 ",9981,"$328,656.73 ",$523.87 ,,,
21,Marin,201901,1455,6898,"$115,791.34 ",,,$79.58 ,,,
21,Marin,201902,1481,6994,"$116,403.67 ",,,$78.60 ,,,
21,Marin,201903,1545,7257,"$119,661.54 ",,,$77.45 ,,,
21,Marin,201904,1501,7075,"$117,682.93 ",,,$78.40 ,,,
21,Marin,201905,1514,7211,"$121,030.55 ",,,$79.94 ,,,
21,Marin,201906,1471,7059,"$117,434.53 ",,,$79.83 ,,,
21,Marin,201907,1438,6880,"$115,691.60 ",1,$44.51 ,$80.48 ,,,
21,Marin,201908,1360,6240,"$105,902.45 ",2,$31.34 ,$77.89 ,,,
21,Marin,201909,1233,2887,"$48,546.89 ",1651,"$50,717.84 ",$80.51 ,,,
21,Marin,201910,1224,1072,"$17,830.82 ",2528,"$79,933.26 ",$79.87 ,,,
21,Marin,201911,1169,7,$244.84 ,2929,"$97,870.74 ",$83.93 ,,,
21,Marin,201912,1153,,,2870,"$100,059.04 ",$86.78 ,,,
21,Marin,2020,2309,6,$196.51 ,37789,"$1,387,544.83 ",$601.01 ,,,
21,Marin,202001,1312,,,3339,"$115,634.53 ",$88.14 ,,,
21,Marin,202002,1291,6,$196.51 ,3162,"$109,370.55 ",$84.87 ,,,
21,Marin,202003,1360,,,3194,"$117,886.85 ",$86.68 ,,,
21,Marin,202004,1412,,,3101,"$121,457.44 ",$86.02 ,,,
21,Marin,202005,1396,,,3108,"$115,155.00 ",$82.49 ,,,
21,Marin,202006,1397,,,2997,"$115,915.24 ",$82.97 ,,,
21,Marin,202007,1415,,,3092,"$117,643.18 ",$83.14 ,,,
21,Marin,202008,1385,,,3106,"$112,256.90 ",$81.05 ,,,
21,Marin,202009,1412,,,3091,"$113,876.28 ",$80.65 ,,,
21,Marin,202010,1435,,,3151,"$115,428.71 ",$80.44 ,,,
21,Marin,202011,1454,,,3271,"$114,894.44 ",$79.02 ,,,
21,Marin,202012,1441,,,3177,"$118,025.71 ",$81.91 ,,,
22,Mariposa,2019, - , - , - , - , - , - ,,,
22,Mariposa,201901, - , - , - , - , - , - ,,,
22,Mariposa,201902, - , - , - , - , - , - ,,,
22,Mariposa,201903, - , - , - , - , - , - ,,,
22,Mariposa,201904, - , - , - , - , - , - ,,,
22,Mariposa,201905, - , - , - , - , - , - ,,,
22,Mariposa,201906, - , - , - , - , - , - ,,,
22,Mariposa,201907, - , - , - , - , - , - ,,,
22,Mariposa,201908, - , - , - , - , - , - ,,,
22,Mariposa,201909, - , - , - , - , - , - ,,,
22,Mariposa,201910, - , - , - , - , - , - ,,,
22,Mariposa,201911, - , - , - , - , - , - ,,,
22,Mariposa,201912, - , - , - , - , - , - ,,,
22,Mariposa,2020, - , - , - , - , - , - ,,,
22,Mariposa,202001, - , - , - , - , - , - ,,,
22,Mariposa,202002, - , - , - , - , - , - ,,,
22,Mariposa,202003, - , - , - , - , - , - ,,,
22,Mariposa,202004, - , - , - , - , - , - ,,,
22,Mariposa,202005, - , - , - , - , - , - ,,,
22,Mariposa,202006, - , - , - , - , - , - ,,,
22,Mariposa,202007, - , - , - , - , - , - ,,,
22,Mariposa,202008, - , - , - , - , - , - ,,,
22,Mariposa,202009, - , - , - , - , - , - ,,,
22,Mariposa,202010, - , - , - , - , - , - ,,,
22,Mariposa,202011, - , - , - , - , - , - ,,,
22,Mariposa,202012, - , - , - , - , - , - ,,,
23,Mendocino,2019,2399,51740,"$1,011,095.62 ",12861,"$357,948.82 ",$570.67 ,,,
23,Mendocino,201901,1342,6308,"$122,147.18 ",,,$91.02 ,,,
23,Mendocino,201902,1304,6249,"$124,184.80 ",,,$95.23 ,,,
23,Mendocino,201903,1324,6161,"$122,209.78 ",,,$92.30 ,,,
23,Mendocino,201904,1307,6256,"$122,088.30 ",,,$93.41 ,,,
23,Mendocino,201905,1314,6140,"$119,742.04 ",,,$91.13 ,,,
23,Mendocino,201906,1295,6090,"$119,319.21 ",,,$92.14 ,,,
23,Mendocino,201907,1278,6087,"$118,643.66 ",,,$92.84 ,,,
23,Mendocino,201908,1269,6015,"$116,170.97 ",2,$7.36 ,$91.55 ,,,
23,Mendocino,201909,1141,2073,"$40,600.60 ",2478,"$63,866.57 ",$91.56 ,,,
23,Mendocino,201910,1160,320,"$5,346.39 ",3490,"$97,185.13 ",$88.39 ,,,
23,Mendocino,201911,1119,23,$331.65 ,3514,"$99,034.32 ",$88.80 ,,,
23,Mendocino,201912,1071,18,$311.04 ,3377,"$97,855.44 ",$91.66 ,,,
23,Mendocino,2020,2183,44,$572.72 ,39507,"$1,210,794.85 ",$554.91 ,,,
23,Mendocino,202001,1195,9,$115.29 ,3852,"$106,223.35 ",$88.99 ,,,
23,Mendocino,202002,1122,4,$50.18 ,3553,"$100,321.68 ",$89.46 ,,,
23,Mendocino,202003,1184,19,$239.68 ,3485,"$100,521.18 ",$85.10 ,,,
23,Mendocino,202004,1246,12,$167.57 ,3252,"$103,125.45 ",$82.90 ,,,
23,Mendocino,202005,1192,,,3106,"$98,505.53 ",$82.64 ,,,
23,Mendocino,202006,1243,,,3175,"$99,341.89 ",$79.92 ,,,
23,Mendocino,202007,1237,,,3224,"$103,287.42 ",$83.50 ,,,
23,Mendocino,202008,1222,,,3232,"$102,122.45 ",$83.57 ,,,
23,Mendocino,202009,1249,,,3165,"$100,175.55 ",$80.20 ,,,
23,Mendocino,202010,1255,,,3177,"$99,976.17 ",$79.66 ,,,
23,Mendocino,202011,1259,,,3181,"$99,639.83 ",$79.14 ,,,
23,Mendocino,202012,1232,,,3105,"$97,554.35 ",$79.18 ,,,
24,Merced,2019,13608,521841,"$9,956,765.80 ",205,"$6,321.41 ",$732.15 ,,,
24,Merced,201901,8822,44782,"$869,565.32 ",,,$98.57 ,,,
24,Merced,201902,8729,44093,"$859,783.24 ",,,$98.50 ,,,
24,Merced,201903,8658,43517,"$843,595.91 ",,,$97.44 ,,,
24,Merced,201904,8784,44836,"$844,878.49 ",,,$96.18 ,,,
24,Merced,201905,8873,44960,"$847,184.81 ",,,$95.48 ,,,
24,Merced,201906,8746,44481,"$837,878.57 ",,,$95.80 ,,,
24,Merced,201907,8795,44598,"$840,716.74 ",,,$95.59 ,,,
24,Merced,201908,8783,43744,"$822,436.60 ",,,$93.64 ,,,
24,Merced,201909,8586,42930,"$809,388.77 ",19,$471.54 ,$94.32 ,,,
24,Merced,201910,8496,42129,"$802,154.64 ",62,"$1,737.79 ",$94.62 ,,,
24,Merced,201911,8218,41058,"$792,310.00 ",53,"$2,041.66 ",$96.66 ,,,
24,Merced,201912,8151,40713,"$786,872.71 ",71,"$2,070.42 ",$96.79 ,,,
24,Merced,2020,13083,114640,"$2,241,263.94 ",176907,"$7,062,848.30 ",$711.16 ,,,
24,Merced,202001,8334,41963,"$809,112.01 ",94,"$3,083.52 ",$97.46 ,,,
24,Merced,202002,7981,40191,"$781,539.87 ",120,"$4,436.87 ",$98.48 ,,,
24,Merced,202003,7243,23103,"$463,920.80 ",6655,"$273,029.76 ",$101.75 ,,,
24,Merced,202004,7262,8162,"$163,136.85 ",13283,"$579,566.54 ",$102.27 ,,,
24,Merced,202005,7667,1221,"$23,554.41 ",17717,"$729,088.25 ",$98.17 ,,,
24,Merced,202006,7920,,,19154,"$763,172.01 ",$96.36 ,,,
24,Merced,202007,8127,,,20138,"$784,901.33 ",$96.58 ,,,
24,Merced,202008,8200,,,20098,"$781,758.34 ",$95.34 ,,,
24,Merced,202009,8081,,,19367,"$771,734.92 ",$95.50 ,,,
24,Merced,202010,8203,,,20188,"$785,062.16 ",$95.70 ,,,
24,Merced,202011,8298,,,20167,"$795,549.53 ",$95.87 ,,,
24,Merced,202012,8272,,,19926,"$791,465.07 ",$95.68 ,,,
25,Modoc,2019,146,4653,"$101,761.42 ",19,$464.05 ,$700.17 ,,,
25,Modoc,201901,81,415,"$8,491.90 ",,,$104.84 ,,,
25,Modoc,201902,70,333,"$6,884.51 ",,,$98.35 ,,,
25,Modoc,201903,68,345,"$6,579.86 ",,,$96.76 ,,,
25,Modoc,201904,76,390,"$8,033.98 ",,,$105.71 ,,,
25,Modoc,201905,75,386,"$7,993.02 ",,,$106.57 ,,,
25,Modoc,201906,86,417,"$9,543.75 ",,,$110.97 ,,,
25,Modoc,201907,78,410,"$9,064.24 ",,,$116.21 ,,,
25,Modoc,201908,78,408,"$9,592.77 ",,,$122.98 ,,,
25,Modoc,201909,73,370,"$8,066.27 ",,,$110.50 ,,,
25,Modoc,201910,76,403,"$8,819.17 ",2,$109.33 ,$117.48 ,,,
25,Modoc,201911,78,405,"$9,501.64 ",6,$111.31 ,$123.24 ,,,
25,Modoc,201912,75,371,"$9,190.31 ",11,$243.41 ,$125.78 ,,,
25,Modoc,2020,144,1327,"$31,174.52 ",1551,"$53,024.43 ",$584.71 ,,,
25,Modoc,202001,67,363,"$8,850.43 ",10,$263.55 ,$136.03 ,,,
25,Modoc,202002,74,368,"$8,947.02 ",4,$82.39 ,$122.02 ,,,
25,Modoc,202003,72,361,"$8,427.74 ",5,$178.89 ,$119.54 ,,,
25,Modoc,202004,67,177,"$3,908.64 ",80,"$3,944.09 ",$117.20 ,,,
25,Modoc,202005,63,58,"$1,040.69 ",166,"$5,602.09 ",$105.44 ,,,
25,Modoc,202006,64,,,162,"$7,175.82 ",$112.12 ,,,
25,Modoc,202007,61,,,177,"$5,895.99 ",$96.66 ,,,
25,Modoc,202008,70,,,185,"$6,304.61 ",$90.07 ,,,
25,Modoc,202009,67,,,191,"$5,952.21 ",$88.84 ,,,
25,Modoc,202010, - , - , - , - , - , - ,,,
25,Modoc,202011,67,,,185,"$5,343.14 ",$79.75 ,,,
25,Modoc,202012,71,,,191,"$5,959.82 ",$83.94 ,,,
26,Mono,2019, - , - , - , - , - , - ,,,
26,Mono,201901, - , - , - , - , - , - ,,,
26,Mono,201902, - , - , - , - , - , - ,,,
26,Mono,201903, - , - , - , - , - , - ,,,
26,Mono,201904, - , - , - , - , - , - ,,,
26,Mono,201905, - , - , - , - , - , - ,,,
26,Mono,201906, - , - , - , - , - , - ,,,
26,Mono,201907, - , - , - , - , - , - ,,,
26,Mono,201908, - , - , - , - , - , - ,,,
26,Mono,201909, - , - , - , - , - , - ,,,
26,Mono,201910, - , - , - , - , - , - ,,,
26,Mono,201911, - , - , - , - , - , - ,,,
26,Mono,201912, - , - , - , - , - , - ,,,
26,Mono,2020, - , - , - , - , - , - ,,,
26,Mono,202001, - , - , - , - , - , - ,,,
26,Mono,202002, - , - , - , - , - , - ,,,
26,Mono,202003, - , - , - , - , - , - ,,,
