Vendor County Code,Vendor County,Obligation Year and Month,Number of Families Redeemed,Number of Food Instruments Redeemed,Dollar Amount of Food Instruments,Average Cost per Family,Statewide Infant Formula Rebate,Total Cost Adjusted,Average Cost Adjusted
3,Amador,201401,458,2090,"$37,448.83 ",$81.77 ,,,
3,Amador,201402,445,2022,"$37,054.00 ",$83.27 ,,,
3,Amador,201403,461,2121,"$39,366.32 ",$85.39 ,,,
3,Amador,201404,469,2153,"$38,615.85 ",$82.34 ,,,
3,Amador,201405,476,2203,"$38,906.12 ",$81.74 ,,,
3,Amador,201406,473,2275,"$41,743.35 ",$88.25 ,,,
3,Amador,201407,491,2336,"$44,335.09 ",$90.30 ,,,
3,Amador,201408,483,2336,"$42,897.38 ",$88.81 ,,,
3,Amador,201409,473,2294,"$42,252.34 ",$89.33 ,,,
3,Amador,201410,487,2303,"$42,590.70 ",$87.46 ,,,
3,Amador,201411,457,2152,"$40,038.21 ",$87.61 ,,,
3,Amador,201412,463,2212,"$41,971.39 ",$90.65 ,,,
3,Amador,2015,1036,26576,"$499,394.21 ",$482.04 ,,,
3,Amador,201501,496,2330,"$45,482.99 ",$91.70 ,,,
3,Amador,201502,481,2224,"$44,410.47 ",$92.33 ,,,
3,Amador,201503,469,2227,"$41,661.49 ",$88.83 ,,,
3,Amador,201504,481,2271,"$41,860.01 ",$87.03 ,,,
3,Amador,201505,495,2287,"$42,389.57 ",$85.64 ,,,
3,Amador,201506,496,2266,"$43,378.48 ",$87.46 ,,,
3,Amador,201507,478,2149,"$40,532.83 ",$84.80 ,,,
3,Amador,201508,462,2134,"$40,620.38 ",$87.92 ,,,
3,Amador,201509,453,2125,"$40,119.56 ",$88.56 ,,,
3,Amador,201510,477,2279,"$42,202.13 ",$88.47 ,,,
3,Amador,201511,456,2153,"$38,855.22 ",$85.21 ,,,
3,Amador,201512,460,2131,"$37,881.08 ",$82.35 ,,,
3,Amador,2016,1009,25045,"$455,419.00 ",$451.36 ,,,
3,Amador,201601,474,2203,"$39,190.15 ",$82.68 ,,,
3,Amador,201602,457,2063,"$37,518.17 ",$82.10 ,,,
3,Amador,201603,444,2053,"$36,819.82 ",$82.93 ,,,
3,Amador,201604,459,2241,"$39,655.89 ",$86.40 ,,,
3,Amador,201605,455,2003,"$36,114.68 ",$79.37 ,,,
3,Amador,201606,467,2133,"$38,728.00 ",$82.93 ,,,
3,Amador,201607,462,2158,"$38,804.80 ",$83.99 ,,,
3,Amador,201608,446,2072,"$38,249.05 ",$85.76 ,,,
3,Amador,201609,465,2133,"$39,334.18 ",$84.59 ,,,
3,Amador,201610,461,2120,"$39,030.65 ",$84.67 ,,,
3,Amador,201611,436,1956,"$36,251.40 ",$83.15 ,,,
3,Amador,201612,434,1910,"$35,722.21 ",$82.31 ,,,
3,Amador,2017,917,22373,"$427,802.13 ",$466.52 ,,,
3,Amador,201701,453,1979,"$38,568.95 ",$85.14 ,,,
3,Amador,201702,430,1937,"$36,712.29 ",$85.38 ,,,
3,Amador,201703,420,1878,"$36,168.15 ",$86.11 ,,,
3,Amador,201704,405,1841,"$35,179.76 ",$86.86 ,,,
3,Amador,201705,406,1861,"$34,712.88 ",$85.50 ,,,
3,Amador,201706,410,1817,"$34,427.19 ",$83.97 ,,,
3,Amador,201707,423,1979,"$37,909.43 ",$89.62 ,,,
3,Amador,201708,408,1793,"$34,768.11 ",$85.22 ,,,
3,Amador,201709,417,1916,"$37,041.07 ",$88.83 ,,,
3,Amador,201710,396,1811,"$35,115.21 ",$88.67 ,,,
3,Amador,201711,406,1912,"$35,794.06 ",$88.16 ,,,
3,Amador,201712,354,1649,"$31,405.03 ",$88.71 ,,,
3,Amador,2018,850,21013,"$392,535.54 ",$461.81 ,,,
3,Amador,201801,371,1784,"$34,404.05 ",$92.73 ,,,
3,Amador,201802,373,1760,"$33,553.37 ",$89.96 ,,,
3,Amador,201803,371,1776,"$33,382.03 ",$89.98 ,,,
3,Amador,201804,384,1790,"$32,504.12 ",$84.65 ,,,
3,Amador,201805,398,1796,"$32,930.84 ",$82.74 ,,,
3,Amador,201806,370,1718,"$31,633.07 ",$85.49 ,,,
3,Amador,201807,377,1789,"$32,194.95 ",$85.40 ,,,
3,Amador,201808,378,1695,"$31,097.59 ",$82.27 ,,,
3,Amador,201809,400,1840,"$33,894.73 ",$84.74 ,,,
3,Amador,201810,373,1677,"$32,338.68 ",$86.70 ,,,
3,Amador,201811,378,1744,"$33,442.72 ",$88.47 ,,,
3,Amador,201812,355,1644,"$31,159.39 ",$87.77 ,,,
4,Butte,2010,8019,279874,"$4,692,386.89 ",$585.16 ,,,
4,Butte,201001,4393,23905,"$397,966.88 ",$90.59 ,,,
4,Butte,201002,4410,23829,"$390,790.18 ",$88.61 ,,,
4,Butte,201003,4500,24317,"$395,389.94 ",$87.86 ,,,
4,Butte,201004,4538,23669,"$395,238.21 ",$87.10 ,,,
4,Butte,201005,4514,22858,"$385,967.34 ",$85.50 ,,,
4,Butte,201006,4649,23327,"$392,153.65 ",$84.35 ,,,
4,Butte,201007,4674,23532,"$391,567.98 ",$83.78 ,,,
4,Butte,201008,4676,23827,"$396,220.15 ",$84.73 ,,,
4,Butte,201009,4522,22775,"$384,467.58 ",$85.02 ,,,
4,Butte,201010,4468,22317,"$380,677.26 ",$85.20 ,,,
4,Butte,201011,4511,22868,"$392,055.61 ",$86.91 ,,,
4,Butte,201012,4469,22650,"$389,892.11 ",$87.24 ,,,
4,Butte,2011,8070,273917,"$4,855,994.50 ",$601.73 ,,,
4,Butte,201101,4535,23139,"$396,127.78 ",$87.35 ,,,
4,Butte,201102,4381,22366,"$381,258.78 ",$87.03 ,,,
4,Butte,201103,4521,23251,"$404,337.61 ",$89.44 ,,,
4,Butte,201104,4469,23041,"$403,781.29 ",$90.35 ,,,
4,Butte,201105,4442,22922,"$403,337.71 ",$90.80 ,,,
4,Butte,201106,4592,23662,"$421,629.62 ",$91.82 ,,,
4,Butte,201107,4521,22830,"$411,993.64 ",$91.13 ,,,
4,Butte,201108,4596,23505,"$423,692.75 ",$92.19 ,,,
4,Butte,201109,4517,22906,"$415,033.36 ",$91.88 ,,,
4,Butte,201110,4325,22002,"$398,709.85 ",$92.19 ,,,
4,Butte,201111,4434,22363,"$401,304.30 ",$90.51 ,,,
4,Butte,201112,4363,21930,"$394,787.81 ",$90.49 ,,,
4,Butte,2012,7851,266144,"$4,643,908.86 ",$591.51 ,,,
4,Butte,201201,4458,22498,"$404,493.53 ",$90.73 ,,,
4,Butte,201202,4399,22034,"$390,689.60 ",$88.81 ,,,
4,Butte,201203,4397,22044,"$392,115.70 ",$89.18 ,,,
4,Butte,201204,4373,22261,"$392,361.82 ",$89.72 ,,,
4,Butte,201205,4435,22388,"$386,642.62 ",$87.18 ,,,
4,Butte,201206,4496,22828,"$384,389.07 ",$85.50 ,,,
4,Butte,201207,4492,22884,"$390,872.10 ",$87.02 ,,,
4,Butte,201208,4508,22783,"$389,485.53 ",$86.40 ,,,
4,Butte,201209,4355,22136,"$381,705.05 ",$87.65 ,,,
4,Butte,201210,4271,21631,"$377,699.50 ",$88.43 ,,,
4,Butte,201211,4323,21717,"$383,057.14 ",$88.61 ,,,
4,Butte,201212,4124,20940,"$370,397.20 ",$89.82 ,,,
4,Butte,2013,7739,258072,"$4,510,971.69 ",$582.89 ,,,
4,Butte,201301,4333,21715,"$384,759.00 ",$88.80 ,,,
4,Butte,201302,4205,21189,"$372,462.89 ",$88.58 ,,,
4,Butte,201303,4174,20803,"$365,618.63 ",$87.59 ,,,
4,Butte,201304,4342,21939,"$383,298.86 ",$88.28 ,,,
4,Butte,201305,4366,22079,"$382,581.26 ",$87.63 ,,,
4,Butte,201306,4417,22367,"$383,276.18 ",$86.77 ,,,
4,Butte,201307,4488,22713,"$388,788.29 ",$86.63 ,,,
4,Butte,201308,4379,22109,"$383,350.25 ",$87.54 ,,,
4,Butte,201309,4300,21783,"$377,473.30 ",$87.78 ,,,
4,Butte,201310,4274,21287,"$371,699.26 ",$86.97 ,,,
4,Butte,201311,3964,19918,"$354,498.23 ",$89.43 ,,,
4,Butte,201312,4018,20170,"$363,165.54 ",$90.38 ,,,
4,Butte,2014,7462,250396,"$4,652,135.85 ",$623.44 ,,,
4,Butte,201401,4244,21338,"$381,935.53 ",$89.99 ,,,
4,Butte,201402,4117,20670,"$377,211.05 ",$91.62 ,,,
4,Butte,201403,4135,21022,"$386,276.33 ",$93.42 ,,,
4,Butte,201404,4240,21563,"$400,410.31 ",$94.44 ,,,
4,Butte,201405,4258,21528,"$397,431.62 ",$93.34 ,,,
4,Butte,201406,4234,21519,"$397,663.33 ",$93.92 ,,,
4,Butte,201407,4332,21914,"$406,663.17 ",$93.87 ,,,
4,Butte,201408,4212,21349,"$395,951.99 ",$94.01 ,,,
4,Butte,201409,4200,21096,"$393,346.28 ",$93.65 ,,,
4,Butte,201410,4062,19884,"$376,313.42 ",$92.64 ,,,
4,Butte,201411,4007,19507,"$370,594.88 ",$92.49 ,,,
4,Butte,201412,3876,19006,"$368,337.94 ",$95.03 ,,,
4,Butte,2015,7160,231843,"$4,289,594.09 ",$599.11 ,,,
4,Butte,201501,4020,19722,"$375,794.36 ",$93.48 ,,,
4,Butte,201502,3861,18959,"$353,383.20 ",$91.53 ,,,
4,Butte,201503,3897,19243,"$353,107.45 ",$90.61 ,,,
4,Butte,201504,3927,19474,"$351,508.31 ",$89.51 ,,,
4,Butte,201505,3941,19631,"$357,086.47 ",$90.61 ,,,
4,Butte,201506,4034,20069,"$363,948.18 ",$90.22 ,,,
4,Butte,201507,4086,20351,"$376,162.34 ",$92.06 ,,,
4,Butte,201508,4094,20225,"$374,856.23 ",$91.56 ,,,
4,Butte,201509,3963,19363,"$361,802.85 ",$91.30 ,,,
4,Butte,201510,3859,18618,"$351,176.08 ",$91.00 ,,,
4,Butte,201511,3662,17823,"$332,266.81 ",$90.73 ,,,
4,Butte,201512,3742,18365,"$338,501.81 ",$90.46 ,,,
4,Butte,2016,6776,213200,"$3,933,226.46 ",$580.46 ,,,
4,Butte,201601,3777,18560,"$343,588.34 ",$90.97 ,,,
4,Butte,201602,3611,17902,"$335,755.34 ",$92.98 ,,,
4,Butte,201603,3601,17875,"$336,317.60 ",$93.40 ,,,
4,Butte,201604,3656,18299,"$339,770.45 ",$92.94 ,,,
4,Butte,201605,3585,18023,"$331,241.84 ",$92.40 ,,,
4,Butte,201606,3619,18422,"$331,275.18 ",$91.54 ,,,
4,Butte,201607,3562,17930,"$323,739.24 ",$90.89 ,,,
4,Butte,201608,3665,18348,"$332,514.98 ",$90.73 ,,,
4,Butte,201609,3563,17847,"$326,680.95 ",$91.69 ,,,
4,Butte,201610,3410,16892,"$314,121.03 ",$92.12 ,,,
4,Butte,201611,3365,16551,"$307,479.56 ",$91.38 ,,,
4,Butte,201612,3315,16551,"$310,741.95 ",$93.74 ,,,
4,Butte,2017,6409,202368,"$3,772,521.41 ",$588.63 ,,,
4,Butte,201701,3419,17143,"$320,109.21 ",$93.63 ,,,
4,Butte,201702,3250,16257,"$303,572.43 ",$93.41 ,,,
4,Butte,201703,3407,16901,"$318,284.59 ",$93.42 ,,,
4,Butte,201704,3422,17283,"$322,816.47 ",$94.34 ,,,
4,Butte,201705,3497,17621,"$323,751.63 ",$92.58 ,,,
4,Butte,201706,3428,17337,"$321,109.88 ",$93.67 ,,,
4,Butte,201707,3479,17496,"$324,492.14 ",$93.27 ,,,
4,Butte,201708,3438,17129,"$315,985.32 ",$91.91 ,,,
4,Butte,201709,3319,16656,"$309,324.65 ",$93.20 ,,,
4,Butte,201710,3307,16507,"$309,244.87 ",$93.51 ,,,
4,Butte,201711,3242,16243,"$304,493.94 ",$93.92 ,,,
4,Butte,201712,3171,15795,"$299,336.28 ",$94.40 ,,,
4,Butte,2018,6167,193280,"$3,682,666.64 ",$597.16 ,,,
4,Butte,201801,3269,16505,"$308,893.59 ",$94.49 ,,,
4,Butte,201802,3185,16010,"$302,185.80 ",$94.88 ,,,
4,Butte,201803,3169,15684,"$299,555.72 ",$94.53 ,,,
4,Butte,201804,3317,16588,"$317,286.48 ",$95.65 ,,,
4,Butte,201805,3391,16963,"$319,050.82 ",$94.09 ,,,
4,Butte,201806,3401,16981,"$319,255.02 ",$93.87 ,,,
4,Butte,201807,3400,17048,"$320,269.92 ",$94.20 ,,,
4,Butte,201808,3484,17422,"$329,060.20 ",$94.45 ,,,
4,Butte,201809,3398,16933,"$322,025.76 ",$94.77 ,,,
4,Butte,201810,3271,15620,"$303,177.39 ",$92.69 ,,,
4,Butte,201811,2921,14073,"$275,081.72 ",$94.17 ,,,
4,Butte,201812,2788,13453,"$266,824.22 ",$95.70 ,,,
5,Calaveras,2010,981,27478,"$463,321.46 ",$472.30 ,,,
5,Calaveras,201001,497,2561,"$43,399.95 ",$87.32 ,,,
5,Calaveras,201002,500,2504,"$41,560.84 ",$83.12 ,,,
5,Calaveras,201003,506,2497,"$42,184.45 ",$83.37 ,,,
5,Calaveras,201004,491,2333,"$39,635.76 ",$80.72 ,,,
5,Calaveras,201005,496,2307,"$38,954.94 ",$78.54 ,,,
5,Calaveras,201006,482,2215,"$35,971.99 ",$74.63 ,,,
5,Calaveras,201007,486,2252,"$37,305.95 ",$76.76 ,,,
5,Calaveras,201008,480,2182,"$36,334.21 ",$75.70 ,,,
5,Calaveras,201009,472,2261,"$37,688.21 ",$79.85 ,,,
5,Calaveras,201010,462,2198,"$37,095.15 ",$80.29 ,,,
5,Calaveras,201011,460,2128,"$37,090.42 ",$80.63 ,,,
5,Calaveras,201012,446,2040,"$36,099.59 ",$80.94 ,,,
5,Calaveras,2011,941,26800,"$474,576.65 ",$504.33 ,,,
5,Calaveras,201101,463,2151,"$37,638.88 ",$81.29 ,,,
5,Calaveras,201102,441,2051,"$35,734.05 ",$81.03 ,,,
5,Calaveras,201103,465,2179,"$37,501.16 ",$80.65 ,,,
5,Calaveras,201104,466,2276,"$38,023.88 ",$81.60 ,,,
5,Calaveras,201105,477,2191,"$38,198.33 ",$80.08 ,,,
5,Calaveras,201106,493,2394,"$42,682.57 ",$86.58 ,,,
5,Calaveras,201107,512,2416,"$43,021.38 ",$84.03 ,,,
5,Calaveras,201108,489,2340,"$41,880.95 ",$85.65 ,,,
5,Calaveras,201109,490,2257,"$40,799.61 ",$83.26 ,,,
5,Calaveras,201110,480,2277,"$41,491.30 ",$86.44 ,,,
5,Calaveras,201111,476,2166,"$39,628.06 ",$83.25 ,,,
5,Calaveras,201112,464,2102,"$37,976.48 ",$81.85 ,,,
5,Calaveras,2012,956,26767,"$485,676.35 ",$508.03 ,,,
5,Calaveras,201201,485,2235,"$39,627.81 ",$81.71 ,,,
5,Calaveras,201202,480,2240,"$40,066.31 ",$83.47 ,,,
5,Calaveras,201203,471,2183,"$38,572.22 ",$81.89 ,,,
5,Calaveras,201204,485,2230,"$39,610.78 ",$81.67 ,,,
5,Calaveras,201205,500,2223,"$38,702.60 ",$77.41 ,,,
5,Calaveras,201206,485,2241,"$39,438.36 ",$81.32 ,,,
5,Calaveras,201207,495,2235,"$40,754.72 ",$82.33 ,,,
5,Calaveras,201208,491,2335,"$42,786.74 ",$87.14 ,,,
5,Calaveras,201209,495,2304,"$42,567.61 ",$86.00 ,,,
5,Calaveras,201210,489,2232,"$41,597.87 ",$85.07 ,,,
5,Calaveras,201211,490,2208,"$41,909.52 ",$85.53 ,,,
5,Calaveras,201212,466,2101,"$40,041.81 ",$85.93 ,,,
5,Calaveras,2013,908,24167,"$454,431.31 ",$500.48 ,,,
5,Calaveras,201301,482,2156,"$41,089.02 ",$85.25 ,,,
5,Calaveras,201302,467,2085,"$39,628.40 ",$84.86 ,,,
5,Calaveras,201303,464,2108,"$39,223.33 ",$84.53 ,,,
5,Calaveras,201304,454,1976,"$37,571.55 ",$82.76 ,,,
5,Calaveras,201305,461,2044,"$36,994.63 ",$80.25 ,,,
5,Calaveras,201306,456,2029,"$37,381.01 ",$81.98 ,,,
5,Calaveras,201307,451,2052,"$38,587.84 ",$85.56 ,,,
5,Calaveras,201308,447,2080,"$38,275.81 ",$85.63 ,,,
5,Calaveras,201309,446,1976,"$37,066.47 ",$83.11 ,,,
5,Calaveras,201310,449,1949,"$36,907.22 ",$82.20 ,,,
5,Calaveras,201311,414,1828,"$35,156.56 ",$84.92 ,,,
5,Calaveras,201312,417,1884,"$36,549.47 ",$87.65 ,,,
5,Calaveras,2014,891,23073,"$459,563.89 ",$515.78 ,,,
5,Calaveras,201401,432,1927,"$37,421.85 ",$86.62 ,,,
5,Calaveras,201402,449,1977,"$39,148.55 ",$87.19 ,,,
5,Calaveras,201403,424,1873,"$37,505.84 ",$88.46 ,,,
5,Calaveras,201404,427,1912,"$38,462.58 ",$90.08 ,,,
5,Calaveras,201405,447,1992,"$39,146.63 ",$87.58 ,,,
5,Calaveras,201406,457,2013,"$39,141.57 ",$85.65 ,,,
5,Calaveras,201407,455,1968,"$37,813.91 ",$83.11 ,,,
5,Calaveras,201408,425,1952,"$37,981.28 ",$89.37 ,,,
5,Calaveras,201409,429,1961,"$39,519.81 ",$92.12 ,,,
5,Calaveras,201410,437,1891,"$38,522.71 ",$88.15 ,,,
5,Calaveras,201411,410,1830,"$37,549.38 ",$91.58 ,,,
5,Calaveras,201412,411,1777,"$37,349.78 ",$90.88 ,,,
5,Calaveras,2015,893,21533,"$424,193.89 ",$475.02 ,,,
5,Calaveras,201501,393,1874,"$38,682.75 ",$98.43 ,,,
5,Calaveras,201502,400,1785,"$35,822.26 ",$89.56 ,,,
5,Calaveras,201503,374,1742,"$34,796.83 ",$93.04 ,,,
5,Calaveras,201504,401,1851,"$36,726.74 ",$91.59 ,,,
5,Calaveras,201505,416,1884,"$36,359.48 ",$87.40 ,,,
5,Calaveras,201506,446,1935,"$37,834.40 ",$84.83 ,,,
5,Calaveras,201507,416,1806,"$35,300.77 ",$84.86 ,,,
5,Calaveras,201508,448,1894,"$36,141.37 ",$80.67 ,,,
5,Calaveras,201509,417,1818,"$34,352.80 ",$82.38 ,,,
5,Calaveras,201510,383,1690,"$33,748.92 ",$88.12 ,,,
5,Calaveras,201511,367,1685,"$32,899.31 ",$89.64 ,,,
5,Calaveras,201512,357,1569,"$31,528.26 ",$88.31 ,,,
5,Calaveras,2016,759,19064,"$370,254.54 ",$487.82 ,,,
5,Calaveras,201601,378,1687,"$32,504.75 ",$85.99 ,,,
5,Calaveras,201602,370,1601,"$30,520.35 ",$82.49 ,,,
5,Calaveras,201603,365,1559,"$28,919.51 ",$79.23 ,,,
5,Calaveras,201604,362,1646,"$30,397.86 ",$83.97 ,,,
5,Calaveras,201605,362,1554,"$29,172.86 ",$80.59 ,,,
5,Calaveras,201606,369,1583,"$30,440.87 ",$82.50 ,,,
5,Calaveras,201607,354,1558,"$31,268.60 ",$88.33 ,,,
5,Calaveras,201608,361,1555,"$31,604.44 ",$87.55 ,,,
5,Calaveras,201609,378,1650,"$32,493.75 ",$85.96 ,,,
5,Calaveras,201610,360,1553,"$30,609.15 ",$85.03 ,,,
5,Calaveras,201611,362,1605,"$32,337.72 ",$89.33 ,,,
5,Calaveras,201612,351,1513,"$29,984.68 ",$85.43 ,,,
5,Calaveras,2017,673,16834,"$321,612.52 ",$477.88 ,,,
5,Calaveras,201701,350,1519,"$29,536.33 ",$84.39 ,,,
5,Calaveras,201702,334,1479,"$29,641.90 ",$88.75 ,,,
5,Calaveras,201703,340,1465,"$27,605.27 ",$81.19 ,,,
5,Calaveras,201704,324,1425,"$27,526.62 ",$84.96 ,,,
5,Calaveras,201705,326,1405,"$26,307.27 ",$80.70 ,,,
5,Calaveras,201706,334,1434,"$28,146.75 ",$84.27 ,,,
5,Calaveras,201707,336,1455,"$26,423.21 ",$78.64 ,,,
5,Calaveras,201708,335,1460,"$26,564.14 ",$79.30 ,,,
5,Calaveras,201709,321,1474,"$27,524.18 ",$85.75 ,,,
5,Calaveras,201710,298,1275,"$24,600.55 ",$82.55 ,,,
5,Calaveras,201711,293,1246,"$23,528.91 ",$80.30 ,,,
5,Calaveras,201712,281,1197,"$24,207.39 ",$86.15 ,,,
5,Calaveras,2018,626,15675,"$293,649.24 ",$469.09 ,,,
5,Calaveras,201801,294,1236,"$23,636.51 ",$80.40 ,,,
5,Calaveras,201802,295,1256,"$24,798.13 ",$84.06 ,,,
5,Calaveras,201803,295,1310,"$25,098.26 ",$85.08 ,,,
5,Calaveras,201804,313,1336,"$24,820.06 ",$79.30 ,,,
5,Calaveras,201805,288,1294,"$22,852.30 ",$79.35 ,,,
5,Calaveras,201806,289,1343,"$25,634.97 ",$88.70 ,,,
5,Calaveras,201807,289,1373,"$26,419.26 ",$91.42 ,,,
5,Calaveras,201808,296,1329,"$24,212.78 ",$81.80 ,,,
5,Calaveras,201809,299,1371,"$25,008.41 ",$83.64 ,,,
5,Calaveras,201810,296,1318,"$24,076.89 ",$81.34 ,,,
5,Calaveras,201811,295,1362,"$24,803.90 ",$84.08 ,,,
5,Calaveras,201812,256,1147,"$22,287.77 ",$87.06 ,,,
6,Colusa,2010,1201,49122,"$948,935.22 ",$790.12 ,,,
6,Colusa,201001,801,4227,"$78,301.26 ",$97.75 ,,,
6,Colusa,201002,800,4282,"$79,482.54 ",$99.35 ,,,
6,Colusa,201003,837,4314,"$80,625.03 ",$96.33 ,,,
6,Colusa,201004,818,4174,"$79,805.78 ",$97.56 ,,,
6,Colusa,201005,836,4129,"$80,107.75 ",$95.82 ,,,
6,Colusa,201006,857,4302,"$82,699.33 ",$96.50 ,,,
6,Colusa,201007,824,4085,"$79,791.66 ",$96.83 ,,,
6,Colusa,201008,833,4032,"$78,782.50 ",$94.58 ,,,
6,Colusa,201009,803,3957,"$76,406.48 ",$95.15 ,,,
6,Colusa,201010,795,3938,"$77,594.79 ",$97.60 ,,,
6,Colusa,201011,792,3910,"$77,879.28 ",$98.33 ,,,
6,Colusa,201012,765,3772,"$77,458.82 ",$101.25 ,,,
6,Colusa,2011,1187,46420,"$974,660.25 ",$821.11 ,,,
6,Colusa,201101,777,3891,"$78,900.60 ",$101.55 ,,,
6,Colusa,201102,756,3833,"$79,333.98 ",$104.94 ,,,
6,Colusa,201103,775,3915,"$80,286.41 ",$103.60 ,,,
6,Colusa,201104,800,3953,"$81,894.85 ",$102.37 ,,,
6,Colusa,201105,791,3946,"$82,603.67 ",$104.43 ,,,
6,Colusa,201106,798,3977,"$84,737.15 ",$106.19 ,,,
6,Colusa,201107,768,3888,"$83,829.57 ",$109.15 ,,,
6,Colusa,201108,779,3927,"$82,942.78 ",$106.47 ,,,
6,Colusa,201109,777,3850,"$82,530.11 ",$106.22 ,,,
6,Colusa,201110,738,3670,"$78,688.39 ",$106.62 ,,,
6,Colusa,201111,759,3785,"$79,232.43 ",$104.39 ,,,
6,Colusa,201112,754,3785,"$79,680.31 ",$105.68 ,,,
6,Colusa,2012,1166,46225,"$900,675.70 ",$772.45 ,,,
6,Colusa,201201,775,3856,"$84,405.78 ",$108.91 ,,,
6,Colusa,201202,783,3881,"$85,272.71 ",$108.91 ,,,
6,Colusa,201203,788,3947,"$86,935.73 ",$110.32 ,,,
6,Colusa,201204,801,3990,"$83,651.89 ",$104.43 ,,,
6,Colusa,201205,820,4006,"$78,273.12 ",$95.46 ,,,
6,Colusa,201206,816,4028,"$71,691.61 ",$87.86 ,,,
6,Colusa,201207,810,3957,"$70,065.50 ",$86.50 ,,,
6,Colusa,201208,796,3833,"$68,311.78 ",$85.82 ,,,
6,Colusa,201209,800,3775,"$67,237.42 ",$84.05 ,,,
6,Colusa,201210,760,3691,"$67,169.27 ",$88.38 ,,,
6,Colusa,201211,769,3700,"$69,073.98 ",$89.82 ,,,
6,Colusa,201212,736,3561,"$68,586.91 ",$93.19 ,,,
6,Colusa,2013,1165,45559,"$841,011.12 ",$721.90 ,,,
6,Colusa,201301,763,3710,"$69,371.11 ",$90.92 ,,,
6,Colusa,201302,775,3696,"$69,698.82 ",$89.93 ,,,
6,Colusa,201303,781,3808,"$71,789.03 ",$91.92 ,,,
6,Colusa,201304,794,3841,"$71,443.46 ",$89.98 ,,,
6,Colusa,201305,819,3880,"$70,872.50 ",$86.54 ,,,
6,Colusa,201306,827,3961,"$72,075.35 ",$87.15 ,,,
6,Colusa,201307,827,3995,"$72,001.33 ",$87.06 ,,,
6,Colusa,201308,805,3863,"$70,519.87 ",$87.60 ,,,
6,Colusa,201309,811,3903,"$70,207.63 ",$86.57 ,,,
6,Colusa,201310,784,3667,"$67,532.83 ",$86.14 ,,,
6,Colusa,201311,766,3624,"$67,230.46 ",$87.77 ,,,
6,Colusa,201312,748,3611,"$68,268.73 ",$91.27 ,,,
6,Colusa,2014,1127,43032,"$874,371.64 ",$775.84 ,,,
6,Colusa,201401,740,3603,"$67,983.43 ",$91.87 ,,,
6,Colusa,201402,739,3510,"$67,315.19 ",$91.09 ,,,
6,Colusa,201403,758,3609,"$68,647.54 ",$90.56 ,,,
6,Colusa,201404,764,3673,"$69,797.92 ",$91.36 ,,,
6,Colusa,201405,760,3663,"$72,017.71 ",$94.76 ,,,
6,Colusa,201406,753,3562,"$74,647.58 ",$99.13 ,,,
6,Colusa,201407,768,3624,"$77,491.21 ",$100.90 ,,,
6,Colusa,201408,758,3583,"$76,433.10 ",$100.84 ,,,
6,Colusa,201409,750,3618,"$76,984.67 ",$102.65 ,,,
6,Colusa,201410,738,3572,"$74,680.59 ",$101.19 ,,,
6,Colusa,201411,729,3527,"$74,646.98 ",$102.40 ,,,
6,Colusa,201412,722,3488,"$73,725.72 ",$102.11 ,,,
6,Colusa,2015,1102,41075,"$849,963.09 ",$771.29 ,,,
6,Colusa,201501,717,3448,"$73,587.73 ",$102.63 ,,,
6,Colusa,201502,689,3304,"$70,552.16 ",$102.40 ,,,
6,Colusa,201503,703,3326,"$69,617.71 ",$99.03 ,,,
6,Colusa,201504,714,3457,"$71,731.97 ",$100.46 ,,,
6,Colusa,201505,729,3483,"$71,422.38 ",$97.97 ,,,
6,Colusa,201506,734,3562,"$73,040.32 ",$99.51 ,,,
6,Colusa,201507,742,3557,"$72,447.88 ",$97.64 ,,,
6,Colusa,201508,738,3516,"$72,859.43 ",$98.73 ,,,
6,Colusa,201509,724,3429,"$71,040.21 ",$98.12 ,,,
6,Colusa,201510,708,3365,"$69,173.54 ",$97.70 ,,,
6,Colusa,201511,690,3373,"$67,576.47 ",$97.94 ,,,
6,Colusa,201512,674,3255,"$66,913.29 ",$99.28 ,,,
6,Colusa,2016,1074,37930,"$761,985.46 ",$709.48 ,,,
6,Colusa,201601,682,3290,"$67,697.00 ",$99.26 ,,,
6,Colusa,201602,678,3207,"$66,473.42 ",$98.04 ,,,
6,Colusa,201603,681,3256,"$65,022.81 ",$95.48 ,,,
6,Colusa,201604,701,3330,"$65,939.07 ",$94.06 ,,,
6,Colusa,201605,693,3259,"$64,998.70 ",$93.79 ,,,
6,Colusa,201606,684,3188,"$63,713.82 ",$93.15 ,,,
6,Colusa,201607,672,3060,"$59,906.46 ",$89.15 ,,,
6,Colusa,201608,664,3136,"$61,434.36 ",$92.52 ,,,
6,Colusa,201609,640,3155,"$63,474.75 ",$99.18 ,,,
6,Colusa,201610,639,3085,"$61,986.87 ",$97.01 ,,,
6,Colusa,201611,625,2965,"$60,312.80 ",$96.50 ,,,
6,Colusa,201612,627,2999,"$61,025.40 ",$97.33 ,,,
6,Colusa,2017,1025,34190,"$698,539.24 ",$681.50 ,,,
6,Colusa,201701,647,3039,"$61,053.24 ",$94.36 ,,,
6,Colusa,201702,615,2929,"$59,574.02 ",$96.87 ,,,
6,Colusa,201703,631,2995,"$61,284.94 ",$97.12 ,,,
6,Colusa,201704,617,2934,"$60,031.86 ",$97.30 ,,,
